query	entity	predicate	sparql_query
Where is Denver Broncos located ?	Denver_Broncos	small	2.6786711476432066	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Denver_Broncos> <http://dbpedia.org/ontology/locationCity> ?uri } 
Raymond Johansen is the mayor of what city?	Raymond_Johansen	before	1.917306309876052	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/leaderName> <http://dbpedia.org/resource/Raymond_Johansen>  . }
Which team won the American Football League?	American_Football_League	participant	2.9067051096914005	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/American_Football_League> <http://dbpedia.org/property/champion> ?uri } 
Where was James H. Fields buried ?	H	character	1.149349490064816	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/James_H._Fields> <http://dbpedia.org/property/placeofburial> ?uri } 
What is the commander of Battle of Brownstown ?	Battle_of_Brownstown	commander	6.589620254079765	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Battle_of_Brownstown> <http://dbpedia.org/ontology/commander> ?uri } 
What is Jon Speelman famous for?	Jon_Speelman	id	1.7901191192749335	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jon_Speelman> <http://dbpedia.org/ontology/field> ?uri } 
Where was Ne daj se, Nina first aired ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ne_daj_se,_Nina> <http://dbpedia.org/property/firstAired> ?uri } 
Where did the 2015 MLS All-Star Game take place?	2015_NBA_All-Star_Game	place	4.283342004019051	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2015_MLS_All-Star_Game> <http://dbpedia.org/property/city> ?uri } 
What is the name of the homeground of football team Panionios G.S.S.?	2013–14_Panionios_G.S.S._season	a	5.342128022364606	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2013–14_Panionios_G.S.S._season> <http://dbpedia.org/ontology/ground> ?uri } 
What is the district of Methodist Central Hall Westminster ?	Methodist_Central_Hall_Westminster	district	5.312216543433328	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Methodist_Central_Hall_Westminster> <http://dbpedia.org/ontology/district> ?uri } 
How many people used to play in the youthclub of FC Barcelona?	FC_Barcelona	youthclubs	7.958741129101705	SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/youthclubs> <http://dbpedia.org/resource/FC_Barcelona>  . }
Who is the chancellor of Falmouth University ?	Falmouth_University	chancellor	7.18503389985338	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Falmouth_University> <http://dbpedia.org/property/chancellor> ?uri } 
what kind of things play on WBIG FM?	WBIG	isPrimaryTopicOf	0.0	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/WBIG-FM> <http://dbpedia.org/ontology/programmeFormat> ?uri } 
What is the citizenship of Saima Chowdhury?	Saima_Chowdhury	citizenship	5.909223457325771	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Saima_Chowdhury> <http://dbpedia.org/ontology/citizenship> ?uri } 
What are the musical performances whose label is Celluloid Records?	Celluloid_Records	primaryTopic	0.0	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/label> <http://dbpedia.org/resource/Celluloid_Records>  . }
Where was Al-Muzaffar Umar buried ?	Al-Muzaffar_Umar	coronation	2.4768489501556417	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Al-Muzaffar_Umar> <http://dbpedia.org/property/placeOfBurial> ?uri } 
List the guests of On Broadway ?	On_Broadway	isPrimaryTopicOf	0.0	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/On_Broadway_(Smash)> <http://dbpedia.org/property/guests> ?uri } 
What is the official name of Colorado wine ?	Colorado_wine	subregion	2.244089185816725	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Colorado_wine> <http://dbpedia.org/property/officialName> ?uri } 
who developed google videos?	Google_Videos	commercial	2.292000736850211	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Google_Videos> <http://dbpedia.org/property/developer> ?uri } 
Who is the child of John Tyler, Sr.?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_Tyler,_Sr.> <http://dbpedia.org/ontology/child> ?uri } 
What royalties's sepulchre is Mausoleum of Augustus?	Royalties	service	1.4728832658760336	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/placeOfBurial> <http://dbpedia.org/resource/Mausoleum_of_Augustus> } 
What is the automobile platform of Chiva bus ?	Chiva_bus	engine	3.2677735031335815	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chiva_bus> <http://dbpedia.org/ontology/automobilePlatform> ?uri } 
Who are the animator of The Skeleton Dance?	The_Skeleton_Dance	animator	8.142859026593774	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Skeleton_Dance> <http://dbpedia.org/ontology/animator> ?uri } 
Name the parent company of  Ford Air Transport Service ?	Ford_Air_Transport_Service	commenced	3.0021580305154085	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ford_Air_Transport_Service> <http://dbpedia.org/ontology/parentCompany> ?uri } 
To whom was Tessa Dahl born to?	Tessa_Dahl	hometown	2.319193411043537	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Tessa_Dahl> <http://dbpedia.org/ontology/parent> ?uri } 
What is the government type of Ancient Rome ?	Ancient_Rome	event	2.295041348255182	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ancient_Rome> <http://dbpedia.org/ontology/governmentType> ?uri } 
Where was Girls (The Prodigy song)  recorded ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Girls_(The_Prodigy_song)> <http://dbpedia.org/property/recorded> ?uri } 
List the  outflow of Lake Uniamsi?	Lake_Uniamési	outflow	8.245877091859061	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lake_Uniamési> <http://dbpedia.org/ontology/outflow> ?uri } 
Name the incumbent of Linda Jenness ?	Linda_Jenness	incumbent	7.154159077799693	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Linda_Jenness> <http://dbpedia.org/ontology/incumbent> ?uri } 
Where is the headquarters of Sigma TV	Sigma_TV	foundation	2.5653274845174883	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sigma_TV> <http://dbpedia.org/property/headquarters> ?uri } 
List the people residing in Wilton, Connecticut?			-inf	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/residence> <http://dbpedia.org/resource/Wilton,_Connecticut> } 
Who was the First Driver of 1999 San Marino Grand Prix ?	1999_San_Marino_Grand_Prix	year	2.717916004246296	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1999_San_Marino_Grand_Prix> <http://dbpedia.org/property/firstDriver> ?uri } 
Give me someone on the board of trinity house?	Trinity_House	board	6.494047674025011	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/board> <http://dbpedia.org/resource/Trinity_House>  . }
What are the track and field events of Jamiatu Muslim Mindanao?	Jamiatu_Muslim_Mindanao	athletics	3.889991243702738	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jamiatu_Muslim_Mindanao> <http://dbpedia.org/property/athletics> ?uri } 
What cities are near to Nihoa which is also known as Bird Island ?	Nihoa	locmapin	2.2837330800068054	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nihoa> <http://dbpedia.org/property/nearestCity> ?uri } 
God Defend New Zealand is the national anthem of which country?	God_Defend_New_Zealand	anthem	4.233888435439827	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/nationalAnthem> <http://dbpedia.org/resource/God_Defend_New_Zealand> } 
What is the nationality of Aishath Saffa ?	Aishath_Saffa	nationality	3.9203322513777055	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Aishath_Saffa> <http://dbpedia.org/property/nationality> ?uri } 
who was the president under whom winston bryant served as a lieutenant?	Winston_Bryant	lieutenant	6.944028408588924	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/lieutenant> <http://dbpedia.org/resource/Winston_Bryant> } 
On what subjects was Broca's Brain written?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Broca's_Brain> <http://dbpedia.org/property/subject> ?uri } 
Name the city of Phil-Ellena ?	Phil-Ellena	city	4.194986412893621	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Phil-Ellena> <http://dbpedia.org/ontology/city> ?uri } 
Which airlines fly to Gimhae International Airport?	Gimhae_International_Airport	primaryTopic	0.0	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Gimhae_International_Airport> } 
GetTV is owned by which organisation?	GetTV	affiliates	2.7292983219695834	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/GetTV> <http://dbpedia.org/ontology/parentOrganisation> ?uri } 
Whos a famous relative of anne spielberg?	Anne_Spielberg	relation	3.6395820674570203	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/relation> <http://dbpedia.org/resource/Anne_Spielberg>  . }
To which city does Northeast Library belong?	Northeast_Library	city	4.122023137162143	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Northeast_Library> <http://dbpedia.org/ontology/city> ?uri } 
What are the airline hubs of Cascade Airways?	Cascade_Airways	destinations	4.592724167299093	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Union_of_Cambodian_Democrats> <http://dbpedia.org/ontology/ideology> ?uri } 
Who is the leader of Allgemeine SS ?	Schutzstaffel	leader	3.784941671194066	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Allgemeine_SS> <http://dbpedia.org/ontology/leader> ?uri } 
Giorgos Kaminis is the mayor of what?	Giorgos_Kaminis	mayor	5.888151891038128	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/mayor> <http://dbpedia.org/resource/Giorgos_Kaminis> } 
Where is the headquarters of Metro Transit (Minnesota) ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Metro_Transit_(Minnesota)> <http://dbpedia.org/property/headquarters> ?uri } 
What is the venue of San Diego Comic-Con International ?	San_Diego_Comic-Con_International	isPrimaryTopicOf	0.0	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/San_Diego_Comic-Con_International> <http://dbpedia.org/property/venue> ?uri } 
Which professional fighter, who is also a politician and was elected to House of Representatives of the Philippines?	House_of_Representatives_of_the_Philippines	house	2.6078936976628686	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/occupation> <http://dbpedia.org/resource/House_of_Representatives_of_the_Philippines> } 
Name  some ww1 veterans?			-inf	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/battles> <http://dbpedia.org/resource/World_War_I>  . }
Which are the predecessor of Chevrolet Caprice?	Chevrolet_Caprice	predecessor	3.491041319167969	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chevrolet_Caprice> <http://dbpedia.org/ontology/predecessor> ?uri } 
Who is the relative of Jim Farley (businessman) ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jim_Farley_(businessman)> <http://dbpedia.org/property/relatives> ?uri } 
Name the institute of Alton Ochsner ?	Alton_Ochsner	institution	5.419012889039976	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Alton_Ochsner> <http://dbpedia.org/ontology/institution> ?uri } 
Name the resting place of Fazlur Rahman Khan ?	Fazlur_Rahman_Khan	discipline	2.099762809462901	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Fazlur_Rahman_Khan> <http://dbpedia.org/ontology/restingPlace> ?uri } 
what cities are close by LoDaisKa ?	LoDaisKa_Site	added	2.8844717988126023	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/LoDaisKa_Site> <http://dbpedia.org/ontology/nearestCity> ?uri } 
Who is the meaning of Isa  ?	Isa	isPrimaryTopicOf	0.0	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Isa_(name)> <http://dbpedia.org/property/meaning> ?uri } 
Name the office of Richard Coke ?	Richard_Coke	office	4.631653499860272	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Richard_Coke> <http://dbpedia.org/property/office> ?uri } 
Is Peter Piper Pizza in the pizza industry?	Peter_Piper_Pizza	industry	3.8762268963582667	ASK WHERE { <http://dbpedia.org/resource/Peter_Piper_Pizza> <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Pizza> }
Is William H Blanchard buried in Colorado?	Colorado	admittancedate	2.562580160240067	ASK WHERE { <http://dbpedia.org/resource/William_H._Blanchard> <http://dbpedia.org/property/placeofburial> <http://dbpedia.org/resource/Colorado> }
is blue lagoon island a part of the bahamas achipelago?	Blue_Lagoon_Island	archipelago	4.881946165542789	ASK WHERE { <http://dbpedia.org/resource/Blue_Lagoon_Island> <http://dbpedia.org/ontology/archipelago> <http://dbpedia.org/resource/The_Bahamas> }
Did the New Way party merge in the One Israel party?			-inf	ASK WHERE { <http://dbpedia.org/resource/New_Way_(Israel)> <http://dbpedia.org/ontology/mergedIntoParty> <http://dbpedia.org/resource/One_Israel> }
Is Seattle the Ship builder of USS Marmora (IX-189)?	Seattle	center	2.2302272757746837	ASK WHERE { <http://dbpedia.org/resource/USS_Marmora_(IX-189)> <http://dbpedia.org/property/shipBuilder> <http://dbpedia.org/resource/Seattle> }
Is Tirana the largest city of Albania?	Tirana	county	3.2425103428345436	ASK WHERE { <http://dbpedia.org/resource/Albania> <http://dbpedia.org/property/largestCity> <http://dbpedia.org/resource/Tirana> }
Is Ombla originate in Croatia?	Croatia	southwest	2.2652355211554727	ASK WHERE { <http://dbpedia.org/resource/Ombla> <http://dbpedia.org/ontology/sourceMountain> <http://dbpedia.org/resource/Croatia> }
Did Timm Gunn guest in Sunrise (HIMYM)?	Tim_Gunn	residence	1.9564258829721022	ASK WHERE { <http://dbpedia.org/resource/Sunrise_(How_I_Met_Your_Mother)> <http://dbpedia.org/property/guests> <http://dbpedia.org/resource/Tim_Gunn> }
Was Don't Bring Me Down recorded in West Germany?	West_Germany	states	2.0074331729604675	ASK WHERE { <http://dbpedia.org/resource/Don't_Bring_Me_Down> <http://dbpedia.org/property/recorded> <http://dbpedia.org/resource/West_Germany> }
Is Henry David Thoreau interested in Politics?	Henry_David_Thoreau	onlinebooks	2.7961696983928173	ASK WHERE { <http://dbpedia.org/resource/Henry_David_Thoreau> <http://dbpedia.org/property/mainInterests> <http://dbpedia.org/resource/Politics> }
Does the Ontario International Airport serve the Inland Empire?	Ontario_International_Airport	hub	2.7782205327233145	ASK WHERE { <http://dbpedia.org/resource/Ontario_International_Airport> <http://dbpedia.org/property/cityServed> <http://dbpedia.org/resource/Inland_Empire> }
Is semnani one of the languages spoken in Iran?	Semnani_languages	glottorefname	4.045643169573255	ASK WHERE { <http://dbpedia.org/resource/Iran> <http://dbpedia.org/property/languages> <http://dbpedia.org/resource/Semnani_languages> }
Was John muir one of the first to ascend a mountain on Mt hoffmann?	John	abstract	0.12204984080119964	ASK WHERE { <http://dbpedia.org/resource/Mount_Hoffmann> <http://dbpedia.org/ontology/firstAscentPerson> <http://dbpedia.org/resource/John_Muir> }
Was John Boehner the winner of the US House of Representatives elections in Ohio in 2010?	John_Boehner	ballot	5.0655106681755875	ASK WHERE { <http://dbpedia.org/resource/United_States_House_of_Representatives_elections_in_Ohio,_2010> <http://dbpedia.org/property/incumbent> <http://dbpedia.org/resource/John_Boehner> }
Is Hyundai Lavita assembled in Malaysia?	Malaysia	link	3.0387997910010984	ASK WHERE { <http://dbpedia.org/resource/Hyundai_Lavita> <http://dbpedia.org/ontology/assembly> <http://dbpedia.org/resource/Malaysia> }
Is the Hyundai Lavita assembled in Ulsan?	Ulsan	parts	4.119249613849334	ASK WHERE { <http://dbpedia.org/resource/Hyundai_Lavita> <http://dbpedia.org/property/assembly> <http://dbpedia.org/resource/Ulsan> }
Does Fa'a' International Airport serve tahiti too?	International_airport	s	3.089122984086142	ASK WHERE { <http://dbpedia.org/resource/Fa'a'ā_International_Airport> <http://dbpedia.org/property/cityServed> <http://dbpedia.org/resource/Tahiti> }
Is God Save the Queen the national anthem of United Kingdom?	United_Kingdom	anthem	4.233888435439827	ASK WHERE { <http://dbpedia.org/resource/United_Kingdom> <http://dbpedia.org/property/nationalAnthem> <http://dbpedia.org/resource/God_Save_the_Queen> }
Was christina crawford trained by Booker T?			-inf	ASK WHERE { <http://dbpedia.org/resource/Christina_Crawford_(wrestler)> <http://dbpedia.org/property/trainer> <http://dbpedia.org/resource/Booker_T_(wrestler)> }
Is morrissey in the smiths?	Morrissey	quote	1.9215890643123699	ASK WHERE { <http://dbpedia.org/resource/Morrissey> <http://dbpedia.org/ontology/associatedBand> <http://dbpedia.org/resource/The_Smiths> }
Was True Grit a novel of the western genre?			-inf	ASK WHERE { <http://dbpedia.org/resource/True_Grit_(novel)> <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Western_(genre)> }
Was Lucrezia Tornabuoni the mother of Lorenzo de' Medici?	Lucrezia_Tornabuoni	mother	7.781446725530047	ASK WHERE { <http://dbpedia.org/resource/Lorenzo_de'_Medici> <http://dbpedia.org/property/mother> <http://dbpedia.org/resource/Lucrezia_Tornabuoni> }
Did Umkhonto we Sizwe had Nelson Mandela as a commander?	Nelson_Mandela	deputy	3.8333796337436037	ASK WHERE { <http://dbpedia.org/resource/Umkhonto_we_Sizwe> <http://dbpedia.org/property/notableCommanders> <http://dbpedia.org/resource/Nelson_Mandela> }
Was Kevin Rudd the PM of Julia Gillard?	Julia_Gillard	wikt	1.5125054643877331	ASK WHERE { <http://dbpedia.org/resource/Julia_Gillard> <http://dbpedia.org/ontology/primeMinister> <http://dbpedia.org/resource/Kevin_Rudd> }
Does Dan River flow into the Jordan Valley?	Into_the_Valley	album	1.4415609363590853	ASK WHERE { <http://dbpedia.org/resource/Jordan_River> <http://dbpedia.org/ontology/leftTributary> <http://dbpedia.org/resource/Dan_River_(Middle_East)> }
Is Amharic the official language of Ethiopia?	Amharic	lingua	3.985066306283572	ASK WHERE { <http://dbpedia.org/resource/Ethiopia> <http://dbpedia.org/ontology/officialLanguage> <http://dbpedia.org/resource/Amharic> }
Was Love Hurts in Short Cut Draw Blood?	Love_Hurts	relyear	2.3123238189501594	ASK WHERE { <http://dbpedia.org/resource/Love_Hurts> <http://dbpedia.org/property/album> <http://dbpedia.org/resource/Short_Cut_Draw_Blood> }
Is the book The Buddha and his Dhamma a book about Buddhism?	Mahima_Dharma	theology	2.876965928471693	ASK WHERE { <http://dbpedia.org/resource/The_Buddha_and_His_Dhamma> <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Buddhism> }
Does Jevan Snead play as Quarterback?	Jevan_Snead	pastteamsnote	2.1002610213793185	ASK WHERE { <http://dbpedia.org/resource/Jevan_Snead> <http://dbpedia.org/property/position> <http://dbpedia.org/resource/Quarterback> }
Does Cascade Airways have a hub in Seattle?	Seattle	center	3.6393180518214288	ASK WHERE { <http://dbpedia.org/resource/Cascade_Airways> <http://dbpedia.org/ontology/hubAirport> <http://dbpedia.org/resource/Seattle> }
Was James maker in the band Noko?	Noko	instrument	2.4286313665996606	ASK WHERE { <http://dbpedia.org/resource/Noko> <http://dbpedia.org/ontology/associatedBand> <http://dbpedia.org/resource/James_Maker> }
Was Nick Jonas a member of the Jonas Brothers?	Jonas_Brothers	quote	1.892213679049122	ASK WHERE { <http://dbpedia.org/resource/Jonas_Brothers> <http://dbpedia.org/property/pastMembers> <http://dbpedia.org/resource/Nick_Jonas> }
Is jim harbaugh currently in the Michigan Wolverines?	Michigan_Wolverines	basketballarena	3.0043141387167838	ASK WHERE { <http://dbpedia.org/resource/Jim_Harbaugh> <http://dbpedia.org/property/currentteam> <http://dbpedia.org/resource/Michigan_Wolverines> }
Does the US route 281 have a junction at San Antonio?	U.S._Route_281	route	4.874705293253219	ASK WHERE { <http://dbpedia.org/resource/U.S._Route_281> <http://dbpedia.org/property/junction> <http://dbpedia.org/resource/San_Antonio> }
Was Queen Latifah in the U.N.I.T.Y. group?	Queen_Latifah	residence	1.3045904547009382	ASK WHERE { <http://dbpedia.org/resource/U.N.I.T.Y.> <http://dbpedia.org/ontology/musicalArtist> <http://dbpedia.org/resource/Queen_Latifah> }
Did Annie Leibovitz do the cover of The Road Ahead?	Annie_Leibovitz	field	1.7685876910480545	ASK WHERE { <http://dbpedia.org/resource/The_Road_Ahead_(Bill_Gates_book)> <http://dbpedia.org/ontology/coverArtist> <http://dbpedia.org/resource/Annie_Leibovitz> }
Is Pittsburgh Steelers the former team of Marv McFadden?	Pittsburgh_Steelers	coach	4.033347836867841	ASK WHERE { <http://dbpedia.org/resource/Marv_McFadden> <http://dbpedia.org/property/pastteams> <http://dbpedia.org/resource/Pittsburgh_Steelers> }
Is Maria Sharapova the silver medalist of Tennis at the 2012 Summer Olympics  Women's singles?	Maria_Sharapova	singlestitles	4.664769508125575	ASK WHERE { <http://dbpedia.org/resource/Tennis_at_the_2012_Summer_Olympics_–_Women's_singles> <http://dbpedia.org/ontology/silverMedalist> <http://dbpedia.org/resource/Maria_Sharapova> }
Is Charles Drummond Ellis a doctoral student of James Chadwick?	James_Chadwick	citizenship	2.1370178115616785	ASK WHERE { <http://dbpedia.org/resource/James_Chadwick> <http://dbpedia.org/ontology/doctoralStudent> <http://dbpedia.org/resource/Charles_Drummond_Ellis> }
Does the St lawrence river start in Kingston, Ontario?	Saint_Lawrence_River	watershed	2.257563607944359	ASK WHERE { <http://dbpedia.org/resource/Saint_Lawrence_River> <http://dbpedia.org/ontology/sourceMountain> <http://dbpedia.org/resource/Kingston,_Ontario> }
Is Mike Babcock the head coach of Toronto Maple Leafs?	Toronto_Maple_Leafs	manager	4.046032813077915	ASK WHERE { <http://dbpedia.org/resource/Toronto_Maple_Leafs> <http://dbpedia.org/property/headCoach> <http://dbpedia.org/resource/Mike_Babcock> }
Is George Lucas the cinematographer of 6-18-67?	6-18-67	cinematography	6.114426231846265	ASK WHERE { <http://dbpedia.org/resource/6-18-67> <http://dbpedia.org/property/cinematography> <http://dbpedia.org/resource/George_Lucas> }
Was John Muir the first one to ascend one of the peaks in the cathedral peak?	John_Muir	parents	2.016330932480396	ASK WHERE { <http://dbpedia.org/resource/Cathedral_Peak_(California)> <http://dbpedia.org/ontology/firstAscentPerson> <http://dbpedia.org/resource/John_Muir> }
Was Tim Gunn a guest on The Broken Code?	The_Broken_Code	guest	7.736640111533055	ASK WHERE { <http://dbpedia.org/resource/The_Broken_Code> <http://dbpedia.org/property/guests> <http://dbpedia.org/resource/Tim_Gunn> }
Was Morrissey a member of the Smiths?	The_Smiths	quote	1.892213679049122	ASK WHERE { <http://dbpedia.org/resource/The_Smiths> <http://dbpedia.org/ontology/formerBandMember> <http://dbpedia.org/resource/Morrissey> }
Did Phillippe Cabot go to Columbia for studying?	Ryan_Phillippe	children	1.7707296621326665	ASK WHERE { <http://dbpedia.org/resource/Phillippe_Cabot> <http://dbpedia.org/ontology/university> <http://dbpedia.org/resource/Columbia_University> }
Was Marshall Arisman the cover artist in american psycho?	American_Psycho	author	2.6463424762900063	ASK WHERE { <http://dbpedia.org/resource/American_Psycho> <http://dbpedia.org/property/coverArtist> <http://dbpedia.org/resource/Marshall_Arisman> }
Is Egyptian Arabic belong to the Central Semitic Languages family?	Egyptian_Arabic	familycolor	2.2130478845890362	ASK WHERE { <http://dbpedia.org/resource/Egyptian_Arabic> <http://dbpedia.org/ontology/languageFamily> <http://dbpedia.org/resource/Central_Semitic_languages> }
Was Francisco Pizarro of the monarch of Charles 5, of the roman empire?	Francisco_Pizarro	monarch	7.162433398894593	ASK WHERE { <http://dbpedia.org/resource/Francisco_Pizarro> <http://dbpedia.org/ontology/monarch> <http://dbpedia.org/resource/Charles_V,_Holy_Roman_Emperor> }
Is Andrew Lincoln the narrator of Million Dollar Traders?	Million_Dollar_Traders	narrator	6.957177749545915	ASK WHERE { <http://dbpedia.org/resource/Million_Dollar_Traders> <http://dbpedia.org/ontology/narrator> <http://dbpedia.org/resource/Andrew_Lincoln> }
Is the Hyundai Lavita assembled in Kulim?	Hyundai_Lavita	assembly	2.9567896294170875	ASK WHERE { <http://dbpedia.org/resource/Hyundai_Lavita> <http://dbpedia.org/ontology/assembly> <http://dbpedia.org/resource/Kulim> }
Is Essex the Ceremonial County of West Tilbury?	Essex	east	2.205023602332292	ASK WHERE { <http://dbpedia.org/resource/West_Tilbury> <http://dbpedia.org/ontology/ceremonialCounty> <http://dbpedia.org/resource/Essex> }
Does Mauritius follow a parliamentary republic?	Mauritius_national_under-20_football_team	latest	2.0840708085411737	ASK WHERE { <http://dbpedia.org/resource/Mauritius> <http://dbpedia.org/property/governmentType> <http://dbpedia.org/resource/Parliamentary_republic> }
Did Jerry Rice study in Oktoc Mississippi?			-inf	ASK WHERE { <http://dbpedia.org/resource/Jerry_Rice> <http://dbpedia.org/property/highSchool> <http://dbpedia.org/resource/Oktoc,_Mississippi> }
Is north caucasian emirate have an islamic government?	North_Caucasian_Emirate	continent	2.0651195020674256	ASK WHERE { <http://dbpedia.org/resource/North_Caucasian_Emirate> <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Islam> }
Is fox belong to the phylum of Chordate?	Chordate	taxon	4.742052100719723	ASK WHERE { <http://dbpedia.org/resource/Fox> <http://dbpedia.org/ontology/phylum> <http://dbpedia.org/resource/Chordate> }
Is Henry Knox a commander of Continental Artillery Regiment?	Henry_Knox	battle	2.5607216128714283	ASK WHERE { <http://dbpedia.org/resource/Continental_Artillery_Regiment> <http://dbpedia.org/ontology/notableCommander> <http://dbpedia.org/resource/Henry_Knox> }
Is Baker's Dozen Donuts in the coffee industry?	Coffee	introduced	2.384189222331297	ASK WHERE { <http://dbpedia.org/resource/Baker's_Dozen_Donuts> <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Coffee> }
Is Nikolai Morozov the former coach of Stanislav Morozov?	Stanislav_Morozov	fullname	2.555657501535417	ASK WHERE { <http://dbpedia.org/resource/Stanislav_Morozov> <http://dbpedia.org/ontology/formerCoach> <http://dbpedia.org/resource/Nikolai_Morozov_(figure_skater)> }
Did Alexandre Tichonov study at the Moscow university?	Alexandre_Tichonov	university	6.643856189774724	ASK WHERE { <http://dbpedia.org/resource/Alexandre_Tichonov> <http://dbpedia.org/property/university> <http://dbpedia.org/resource/Moscow> }
Does Timothy Morton study Buddhism?	Buddhism	group	1.6244751358158884	ASK WHERE { <http://dbpedia.org/resource/Timothy_Morton> <http://dbpedia.org/property/mainInterests> <http://dbpedia.org/resource/Buddhism> }
Does Chicago own the Monroe Station?	Chicago	survey	1.9006470019046982	ASK WHERE { <http://dbpedia.org/resource/Monroe_station_(CTA_Blue_Line)> <http://dbpedia.org/property/owned> <http://dbpedia.org/resource/Chicago> }
Was andy warhol a part of Pop Art movement?	Andy_Warhol	movement	8.64385722020268	ASK WHERE { <http://dbpedia.org/resource/Andy_Warhol> <http://dbpedia.org/property/movement> <http://dbpedia.org/resource/Pop_art> }
Did Bob Dylan write the lyrics of the times they are a changin'?	Bob_Dylan	show	3.174605816199022	ASK WHERE { <http://dbpedia.org/resource/The_Times_They_Are_a-Changin'_(musical)> <http://dbpedia.org/property/lyrics> <http://dbpedia.org/resource/Bob_Dylan> }
